Version=0.9
1,15,45,13,226=659486
1,15,45,13,225=1010423
1,15,45,13,232=21193
1,15,45,13,215=432593
1,15,45,13,243=738026
1,15,45,13,236=426982
1,15,45,13,190=806592
1,15,45,13,193=2181042
1,15,45,13,189=1423069
1,15,45,13,188=3116
1,15,45,13,180=6857
1,15,45,13,177=3116
1,15,45,13,170=655122
1,15,45,13,217=12520889
1,15,45,13,200=9990158
1,15,45,13,173=2144265
1,15,45,13,199=12881176
1,15,45,13,238=9915981
1,15,45,13,147=8341441
1,15,45,13,137=2206598
1,15,45,13,98=4362
1,15,45,13,145=12712875
1,15,45,13,126=3566088
1,15,45,13,85=4364
1,15,45,13,90=8103
1,15,45,13,130=511133
1,15,45,13,122=1072756
1,15,45,13,15=8104
1,15,45,13,35=2039544
1,15,45,13,31=3739
1,15,45,13,14=1153166
1,15,45,13,13=3740
1,15,45,13,5=22438
1,15,45,1,15=12466
1,15,45,13,2=7479
1,15,45,13,146=16574424
1,15,45,1,18=76046
1,15,45,1,19=60463
1,15,45,1,21=14960
1,15,45,1,20=3116
1,15,45,1,25=15583
1,15,45,13,144=16487781
1,15,45,1,27=7480
1,15,45,13,33=4857010
1,15,45,1,31=11220
1,15,45,1,38=3116
1,15,45,1,30=7479
1,15,45,1,35=135263
1,15,45,1,39=103473
1,15,45,1,47=332235
1,15,45,1,54=4363
1,15,45,1,32=4363
1,15,45,1,53=3116
1,15,45,1,23=20570
1,15,45,1,56=4363
1,15,45,1,42=326626
1,15,45,1,73=3739
1,15,45,1,67=930636
1,15,45,1,77=4363
1,15,45,1,68=393946
1,15,45,1,81=7480
1,15,45,1,82=3740
1,15,45,1,80=8103
1,15,45,13,36=6007060
1,15,45,1,90=799112
1,15,45,1,83=230009
1,15,45,1,92=787892
1,15,45,1,94=7479
1,15,45,1,59=3233852
1,15,45,1,95=991099
1,15,45,13,32=7822204
1,15,45,1,96=1947292
1,15,45,1,100=4363
1,15,45,1,101=3740
1,15,45,1,98=1317725
1,15,45,1,102=3739
1,15,45,1,103=3740
1,15,45,1,107=3739
1,15,45,1,99=3740
1,15,45,1,105=340963
1,15,45,1,106=340962
1,15,45,1,108=500535
1,15,45,1,111=14336
1,15,45,1,110=605880
1,15,45,1,109=500536
1,15,45,1,113=21816
1,15,45,1,112=359040
1,15,45,1,65=5045880
1,15,45,1,114=13090
1,15,45,1,120=3739
1,15,45,1,115=585308
1,15,45,1,117=395816
1,15,45,1,119=1704192
1,15,45,1,125=6232
1,15,45,1,124=4987
1,15,45,1,126=7480
1,15,45,1,122=13713
1,15,45,1,127=12467
1,15,45,1,118=4363
1,15,45,1,128=77293
1,15,45,1,130=6232
1,15,45,1,131=7479
1,15,45,1,138=7479
1,15,45,1,134=13089
1,15,45,1,135=7480
1,15,45,1,139=3739
1,15,45,1,136=10597
1,15,45,1,137=6856
1,15,45,1,152=3740
1,15,45,1,145=15584
1,15,45,1,146=3739
1,15,45,1,97=2083179
1,15,45,1,143=11220
1,15,45,1,151=3116
1,15,45,13,27=1197422
1,15,45,1,153=13712
1,15,45,1,159=3739
1,15,45,0,2=669459
1,15,45,0,2,BC=573465
1,15,45,1,70=3739
1,15,45,1,91=8451771
1,15,45,0,3=1335802
1,15,45,0,1=1521552
1,15,45,0,6=1270352
1,15,45,0,1,BC=1327699
1,15,45,0,6,BC=739272
1,15,45,1,79=14336
1,15,45,1,78=265539
1,15,45,0,3,BC=830902
1,15,45,0,4=1488519
1,15,45,1,10=3739
1,15,45,0,5=1980952
1,15,45,1,11=6233
1,15,45,0,4,BC=795995
1,15,45,13,28=8187478
1,15,45,0,7,BC=306055
1,15,45,0,7=1016656
1,15,45,13,143=925026
1,15,45,1,66=13210295
1,15,45,0,5,BC=1587628
1,15,45,0,9=4495477
1,15,45,0,10=2194132
1,15,45,0,8,BC=3136612
1,15,45,0,8=3883987
1,15,45,0,10,BC=1630643
1,15,45,13,102=2243375
1,15,45,13,140=1808912
1,15,45,13,139=1732242
1,15,45,13,105=1675517
1,15,45,13,101=1441769
1,15,45,0,9,BC=5131900
1,15,45,0,11,BC=2987634
1,15,45,13,92=1131349
1,15,45,13,95=1004189
1,15,45,0,11=3431447
1,15,45,13,138=932506
1,15,45,13,42=2272048
1,15,45,1,76=476849
1,15,45,0,12=4291024
1,15,45,1,75=456903
1,15,45,13,71=4102154
1,15,45,0,12,BC=2288255
1,15,45,0,15=1602589
1,15,45,0,15,BC=407037
1,15,45,0,14=9590600
1,15,45,0,16=7123450
1,15,45,13,155=21881480
1,15,45,13,76=18968022
1,15,45,0,16,BC=2649165
1,15,45,0,19=3293068
1,15,45,0,19,BC=916299
1,15,45,0,14,BC=9614288
1,15,45,13,308=545416
1,15,45,0,20=1823872
1,15,45,0,20,BC=1294660
1,15,45,0,17=5087643
1,15,45,1,144=3740
1,15,45,13,79=18537924
1,15,45,0,23=2020222
1,15,45,13,78=13707092
1,15,45,0,22=1074002
1,15,45,0,23,BC=1294662
1,15,45,0,22,BC=1042835
1,15,45,13,86=6273846
1,15,45,13,216=12919822
1,15,45,0,17,BC=3186478
1,15,45,0,25=906949
1,15,45,0,25,BC=493056
1,15,45,1,133=3739
1,15,45,13,250=794126
1,15,45,1,142=4363
1,15,45,1,147=3740
1,15,45,13,162=1185579
1,15,45,0,24=2465282
1,15,45,1,132=3737
1,15,45,0,24,BC=1684245
1,15,45,0,26=2659139
1,15,45,0,26,BC=287979
1,15,45,0,27=761712
1,15,45,0,27,BC=918170
1,15,45,0,28=2152994
1,15,45,0,28,BC=1043457
1,15,45,13,244=200089
1,15,45,13,309=6660936
1,15,45,13,310=7623362
1,15,45,0,30=2946495
1,15,45,0,31=1340165
1,15,45,13,181=5123796
1,15,45,0,32=1046576
1,15,45,0,32,BC=506778
1,15,45,0,31,BC=680679
1,15,45,13,174=12078946
1,15,45,13,194=2642308
1,15,45,13,197=13177264
1,15,45,0,29=7360939
1,15,45,0,30,BC=3739
1,15,45,0,29,BC=3029398
1,15,45,0,33=1582642
1,15,45,0,33,BC=788516
1,15,45,0,36=1171866
1,15,45,0,36,BC=521729
1,15,45,13,195=4876332
1,15,45,0,35,BC=1914234
1,15,45,0,35=3432071
1,15,45,0,18=2424168
1,15,45,13,134=546040
1,15,45,0,18,BC=1224200
1,15,45,13,198=8663705
1,15,45,13,219=5216049
1,15,45,13,196=7863346
1,15,45,0,34=2498319
1,15,45,0,37=1421199
1,15,45,13,220=5005988
1,15,45,0,37,BC=604631
1,15,45,0,38=1616318
1,15,45,0,34,BC=1209889
1,15,45,0,38,BC=768568
1,15,45,0,39=1662429
1,15,45,13,80=7144641
1,15,45,0,41=1696712
1,15,45,0,39,BC=769817
1,15,45,13,267=468745
1,15,45,13,259=304166
1,15,45,0,41,BC=1272222
1,15,45,0,43=466876
1,15,45,0,43,BC=173909
1,15,45,0,42=564740
1,15,45,0,42,BC=284843
1,15,45,0,46=579077
1,15,45,0,46,BC=282992
1,15,45,0,44=609620
1,15,45,0,47,BC=440073
1,15,45,0,47=809089
1,15,45,0,48=668836
1,15,45,0,44,BC=294837
1,15,45,0,48,BC=307304
1,15,45,1,121=257436
1,15,45,0,45=695638
1,15,45,0,40=1256638
1,15,45,0,50=602139
1,15,45,0,50,BC=353428
1,15,45,13,237=9044561
1,15,45,1,129=93500
1,15,45,0,49=1584511
1,15,45,0,49,BC=1042212
1,15,45,1,154=80411
1,15,45,0,40,BC=708105
1,15,45,0,51=1546489
1,15,45,0,51,BC=764829
1,15,45,0,45,BC=342206
1,15,45,0,52=1018525
1,15,45,0,52,BC=378987
1,15,45,1,85=81655
1,15,45,0,54=456280
1,15,45,0,55=727430
1,15,45,0,54,BC=250578
1,15,45,0,55,BC=291719
1,15,45,1,88=33036
1,15,45,0,56,BC=586556
1,15,45,0,56=944349
1,15,45,13,302=213179
1,15,45,1,86=79787
1,15,45,1,148=29296
1,15,45,13,1=147729
1,15,45,0,57=907573
1,15,45,0,59=676315
1,15,45,0,57,BC=490561
1,15,45,0,59,BC=352807
1,15,45,13,233=10570480
1,15,45,13,6=67319
1,15,45,13,3=80410
1,15,45,13,4=125290
1,15,45,0,60=709976
1,15,45,0,60,BC=387089
1,15,45,13,54=491808
1,15,45,0,58,BC=413270
1,15,45,0,58=739895
1,15,45,13,7=86643
1,15,45,0,53=1237316
1,15,45,13,16=211934
1,15,45,13,11=727429
1,15,45,13,12=145863
1,15,45,0,53,BC=574720
1,15,45,13,8=1184956
1,15,45,13,10=718703
1,15,45,13,19=767322
1,15,45,13,9=3687014
1,15,45,13,20=3770542
1,15,45,13,18=5815696
1,15,45,13,29=585932
1,15,45,13,22=6119259
1,15,45,13,30=944328
1,15,45,13,24=1047822
1,15,45,13,23=5699134
1,15,45,13,26=410154
1,15,45,13,37=769816
1,15,45,13,17=6457106
1,15,45,13,39=352806
1,15,45,13,34=3433313
1,15,45,13,21=5853719
1,15,45,13,56=843369
1,15,45,13,67=724937
1,15,45,13,82=398931
1,15,45,13,53=3099834
1,15,45,13,87=291096
1,15,45,13,38=3417112
1,15,45,13,52=4023613
1,15,45,13,84=3040618
1,15,45,13,83=3327976
1,15,45,13,96=287980
1,15,45,13,69=5952829
1,15,45,13,89=8017308
1,15,45,13,88=5229141
1,15,45,13,41=18767309
1,15,45,13,107=2109982
1,15,45,13,123=255565
1,15,45,13,40=24393487
1,15,45,13,94=20195365
1,15,45,13,93=31841095
1,15,45,13,127=282994
1,15,45,13,131=321016
1,15,45,13,121=28789879
1,15,45,13,129=13210296
1,15,45,13,128=13078772
1,15,45,13,135=559130
1,15,45,13,136=7636452
1,15,45,13,148=3462014
1,15,45,13,120=49093705
1,15,45,13,133=14993628
1,15,45,13,149=801605
1,15,45,13,152=820930
1,15,45,13,125=49948294
1,15,45,13,159=311666
1,15,45,13,154=2925300
1,15,45,13,160=5254075
1,15,45,13,171=532326
1,15,45,13,168=294212
1,15,45,13,175=291718
1,15,45,13,158=7116593
1,15,45,13,178=412646
1,15,45,13,132=22219951
1,15,45,13,108=989229
1,15,45,13,169=13700859
1,15,45,13,182=285488
1,15,45,13,184=283001
1,15,45,13,186=268657
1,15,45,13,176=11048576
1,15,45,13,191=670084
1,15,45,13,183=7417040
1,15,45,13,161=27169213
1,15,45,13,179=13908428
1,15,45,13,185=16243433
1,15,45,13,203=9371190
1,15,45,13,187=22960469
1,15,45,13,204=5078293
1,15,45,13,205=11039851
