Version=0.9
1,15,51,13,225=694393
1,15,51,13,226=708106
1,15,51,13,236=1729750
1,15,51,13,232=623
1,15,51,13,215=1246
1,15,51,13,238=12229804
1,15,51,13,190=963673
1,15,51,13,188=529833
1,15,51,13,200=12496590
1,15,51,13,189=702496
1,15,51,13,180=790387
1,15,51,13,193=2205353
1,15,51,13,177=209440
1,15,51,13,217=15029817
1,15,51,13,170=831527
1,15,51,13,199=14989300
1,15,51,13,173=2037677
1,15,51,13,137=2360564
1,15,51,13,147=10286249
1,15,51,13,130=891366
1,15,51,13,98=224400
1,15,51,13,85=1870
1,15,51,13,122=2260208
1,15,51,13,90=621
1,15,51,13,145=15257334
1,15,51,13,126=1955397
1,15,51,13,35=201959
1,15,51,13,31=450046
1,15,51,13,15=251203
1,15,51,13,14=342833
1,15,51,13,146=18877031
1,15,51,13,13=994216
1,15,51,33,1=622
1,15,51,13,5=1247
1,15,51,13,2=415140
1,15,51,33,2=1247
1,15,51,1,15=292342
1,15,51,33,5=622
1,15,51,13,33=6073761
1,15,51,1,18=9973
1,15,51,1,19=14959
1,15,51,1,20=623
1,15,51,1,21=8103
1,15,51,1,23=623
1,15,51,1,25=1247
1,15,51,1,27=622
1,15,51,1,31=1246
1,15,51,1,38=623
1,15,51,1,30=623
1,15,51,13,36=7190150
1,15,51,1,32=354676
1,15,51,1,53=1246
1,15,51,1,54=623
1,15,51,1,35=3740
1,15,51,1,47=124667
1,15,51,1,39=183259
1,15,51,1,56=13713
1,15,51,1,42=707483
1,15,51,1,68=3117
1,15,51,1,77=623
1,15,51,13,144=19844444
1,15,51,1,81=1870
1,15,51,1,80=3117
1,15,51,1,82=1869
1,15,51,1,67=591542
1,15,51,1,73=12466
1,15,51,1,90=1345154
1,15,51,1,94=623
1,15,51,1,92=623
1,15,51,1,95=1566437
1,15,51,1,59=3512484
1,15,51,1,83=1115143
1,15,51,1,96=1590123
1,15,51,1,100=622
1,15,51,13,32=9879836
1,15,51,1,99=1870
1,15,51,1,65=5640545
1,15,51,1,102=1246
1,15,51,1,103=2493
1,15,51,1,101=1870
1,15,51,1,98=339716
1,15,51,1,105=336599
1,15,51,1,106=397063
1,15,51,1,107=623
1,15,51,1,111=623
1,15,51,1,109=992347
1,15,51,1,112=623
1,15,51,1,113=623
1,15,51,1,114=1245
1,15,51,1,110=370261
1,15,51,1,118=412023
1,15,51,1,119=820306
1,15,51,1,97=3447034
1,15,51,1,120=623
1,15,51,1,115=1870
1,15,51,1,117=473109
1,15,51,1,124=14960
1,15,51,1,122=1246
1,15,51,1,125=623
1,15,51,1,126=623
1,15,51,1,127=31166
1,15,51,1,108=535443
1,15,51,1,130=281123
1,15,51,1,128=281746
1,15,51,1,131=1870
1,15,51,1,134=1870
1,15,51,1,137=1246
1,15,51,1,135=284863
1,15,51,1,136=286110
1,15,51,1,138=2493
1,15,51,1,145=622
1,15,51,1,152=1869
1,15,51,1,146=224400
1,15,51,1,143=224400
1,15,51,1,151=1870
1,15,51,1,159=541053
1,15,51,1,153=1166879
1,15,51,13,27=569103
1,15,51,0,1=2321917
1,15,51,0,2=1286559
1,15,51,0,2,BC=782907
1,15,51,0,3=1855664
1,15,51,1,70=623
1,15,51,1,170=910690
1,15,51,1,78=622
1,15,51,1,91=10166569
1,15,51,0,4=1673650
1,15,51,0,6,BC=250580
1,15,51,1,79=622
1,15,51,0,6=1704193
1,15,51,1,10=623
1,15,51,1,66=14922603
1,15,51,0,7=1368217
1,15,51,0,5,BC=1413097
1,15,51,0,7,BC=325380
1,15,51,0,5=1699830
1,15,51,1,11=1246
1,15,51,13,140=2015860
1,15,51,0,10=1296475
1,15,51,0,10,BC=785171
1,15,51,13,143=615852
1,15,51,0,8=4792187
1,15,51,13,28=10005126
1,15,51,0,8,BC=4772241
1,15,51,13,102=2643558
1,15,51,13,105=1831976
1,15,51,0,9=2910589
1,15,51,13,139=3375973
1,15,51,13,95=623
1,15,51,0,11=3379090
1,15,51,13,101=938740
1,15,51,13,138=1632510
1,15,51,13,92=1635003
1,15,51,0,9,BC=2758044
1,15,51,1,75=646396
1,15,51,13,42=1529660
1,15,51,0,11,BC=3170274
1,15,51,1,76=994840
1,15,51,13,71=3346677
1,15,51,0,12=5371888
1,15,51,0,15=1504104
1,15,51,0,15,BC=1061536
1,15,51,0,12,BC=2530109
1,15,51,0,14=9148666
1,15,51,0,16=8286594
1,15,51,13,155=20370538
1,15,51,0,14,BC=11236832
1,15,51,0,16,BC=3936350
1,15,51,13,78=15814593
1,15,51,13,76=23341346
1,15,51,0,19,BC=2739550
1,15,51,0,19=4218720
1,15,51,13,308=1246
1,15,51,0,22=1861274
1,15,51,0,20=1862520
1,15,51,0,22,BC=797243
1,15,51,1,144=1246
1,15,51,0,20,BC=1147557
